Frame#,Time,Front.Head,,,Top.Head,,,Rear.Head,,,L.Shoulder,,,R.Shoulder,,,L.Elbow,,,R.Elbow,,,L.Wrist,,,R.Wrist,,,L.ASIS,,,R.ASIS,,,Sacral,,,L.Knee,,,R.Knee,,,L.Ankle,,,R.Ankle,,,L.Toe,,,R.Toe,,,L.Heel,,,R.Heel,,,R.Thigh,,,R.Scapula,,,R.Ear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,X1,Y1,Z1,X2,Y2,Z2,X3,Y3,Z3,X4,Y4,Z4,X5,Y5,Z5,X6,Y6,Z6,X7,Y7,Z7,X8,Y8,Z8,X9,Y9,Z9,X10,Y10,Z10,X11,Y11,Z11,X12,Y12,Z12,X13,Y13,Z13,X14,Y14,Z14,X15,Y15,Z15,X16,Y16,Z16,X17,Y17,Z17,X18,Y18,Z18,X19,Y19,Z19,X20,Y20,Z20,X21,Y21,Z21,X22,Y22,Z22,X23,Y23,Z23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1792,14.925,689.13879,-216.59108,1753.00696,614.28784,-339.45438,1776.81763,596.20685,-372.1145,1683.03552,452.58545,-184.98019,1441.58252,821.24286,-405.09473,1458.22632,369.62204,-212.51303,1231.40247,829.14813,-537.21838,1236.08521,572.12634,-115.0072,1236.06616,866.1723,-330.69058,1154.08423,553.31042,-221.14714,1018.00482,729.42932,-332.72321,1015.79987,538.25787,-436.31586,1068.89417,479.94983,-211.94026,529.19684,821.46802,-387.46265,560.6825,387.07687,-290.74445,145.09601,831.6405,-493.13907,143.09085,513.20984,-167.00565,-31.81496,976.65259,-331.86401,6.62723,356.11877,-397.14856,102.82623,751.57703,-531.65479,89.87796,810.3559,-340.02487,775.18732,686.36053,-471.52917,1440.46277,719.50012,-346.07269,1678.62366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1793,14.933,690.69611,-217.4057,1748.29089,615.10645,-340.44812,1771.35681,597.75427,-372.53949,1677.50757,453.50378,-185.14717,1435.8573,822.59222,-407.35806,1452.38586,371.05762,-214.01279,1225.10571,823.80768,-541.401,1230.66345,572.45721,-115.66502,1231.01123,863.50842,-335.02719,1147.70532,555.82813,-220.02165,1013.29132,730.68433,-331.86945,1009.98352,540.79993,-434.77695,1062.00842,479.85504,-211.5815,523.77332,825.72131,-382.8363,556.68353,379.43408,-295.71875,143.30627,844.41119,-481.34732,138.09129,501.26627,-174.7567,-38.64783,991.27374,-317.76288,5.90971,346.46387,-402.61652,103.65457,765.26904,-520.34686,82.72127,812.0307,-337.57169,770.30334,685.94244,-472.01416,1434.24048,719.98096,-346.44122,1673.25342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1794,14.942,691.33514,-218.29538,1742.72058,616.36798,-341.23627,1765.67065,597.95801,-372.72043,1671.50464,454.56296,-185.66377,1429.0802,822.66913,-410.52136,1444.89636,372.95496,-215.26935,1218.60413,819.06085,-544.92249,1224.80481,573.58582,-116.05366,1224.62585,862.26813,-339.97028,1141.44873,558.07635,-219.32314,1007.35217,733.20862,-331.52441,1004.0788,541.71429,-433.53281,1055.05518,479.88077,-210.55028,517.53436,829.1239,-377.67441,551.04712,371.55115,-299.90356,140.67412,857.31342,-469.97507,132.68997,490.61969,-182.30602,-36.0599,1004.03351,-305.42242,1.3804,336.52554,-406.63925,103.7597,778.94043,-508.90939,76.91712,813.48151,-334.60782,765.42029,685.0744,-472.53275,1427.29224,720.96552,-347.12146,1667.43433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1795,14.95,692.49884,-219.50101,1736.51721,617.35474,-341.97604,1758.651,599.08929,-373.36826,1664.47668,454.64154,-185.89841,1422.00293,822.71765,-412.72461,1437.80127,374.48395,-215.8049,1211.51843,814.55591,-548.31958,1218.92517,573.85242,-115.91809,1217.30249,860.48035,-343.95453,1134.96863,560.81549,-218.04692,1000.80194,734.9071,-331.27765,996.87451,542.20117,-432.91626,1047.25159,480.09546,-209.18918,510.67078,834.10443,-372.40387,546.22754,363.45966,-303.82593,137.94157,869.59668,-458.70654,127.56134,484.20712,-188.66261,-35.01529,1014.98572,-292.61472,-5.61567,325.87335,-411.21832,99.85225,792.25555,-497.93027,71.78803,815.2605,-331.20764,758.30078,684.22253,-473.38858,1419.74353,721.66577,-347.52582,1660.39197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1796,14.958,692.48535,-219.93694,1729.55176,617.24548,-342.96402,1751.19971,599.00836,-373.68854,1657.11621,455.81656,-186.48654,1413.7467,822.45099,-415.14703,1430.15112,375.97977,-217.1555,1203.46216,809.79681,-551.28943,1212.54028,574.19208,-115.79597,1209.51404,860.28369,-347.45572,1128.88281,563.03802,-217.36995,993.37592,737.53076,-330.98294,990.00671,543.41278,-432.06085,1038.76636,480.22916,-207.46944,503.13489,838.33197,-366.87317,539.74921,354.04309,-308.19748,134.19769,882.11298,-447.83896,121.43152,482.1301,-192.76379,-33.61599,1023.7381,-280.44025,-16.03469,313.78696,-414.21246,91.87234,805.49066,-488.11038,67.50939,816.26074,-328.40955,751.41046,684.2085,-474.06732,1411.63062,721.96613,-347.85397,1653.19995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1797,14.967,692.66949,-220.46458,1722.05652,617.36157,-343.74149,1742.70276,600.14874,-374.2359,1648.49902,456.74374,-187.11693,1404.75964,822.60413,-417.22565,1422.37915,378.08554,-217.68771,1195.15125,805.8819,-553.94318,1206.17139,574.50562,-114.29353,1201.2854,858.93384,-350.74774,1122.83704,565.61377,-216.30008,985.12054,740.18848,-330.31036,982.12097,543.87872,-431.0679,1030.21484,480.68356,-205.8493,494.94601,844.18127,-360.80392,533.59064,346.8934,-310.43448,129.34779,894.20514,-437.03909,115.46222,481.15646,-196.11038,-31.92252,1030.98206,-268.1485,-28.2031,303.06577,-414.20029,83.5096,818.36804,-478.67413,63.87135,818.39728,-325.43817,743.71979,684.25311,-474.70795,1402.41223,722.7804,-348.59045,1645.1897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1798,14.975,693.0921,-221.29152,1713.51709,617.68866,-344.60205,1733.9928,599.91956,-374.72037,1639.27087,457.75461,-188.05286,1394.55969,821.94763,-419.34412,1414.07739,379.85471,-218.07603,1185.87415,802.03223,-556.2489,1199.16211,574.47235,-113.63706,1192.02161,858.39252,-353.74634,1117.59277,567.56732,-215.34134,976.63812,741.96667,-329.66193,973.20734,545.2179,-430.24051,1020.08405,481.19443,-204.89117,485.68842,849.4212,-353.74844,526.59387,342.67621,-308.66525,122.6142,905.58612,-426.35086,109.15144,481.66547,-197.26639,-31.43279,1036.2041,-261.76199,-36.12864,294.08899,-412.1105,75.40573,827.91388,-471.17899,64.26303,820.00287,-322.03992,735.39301,683.87714,-475.42526,1393.20911,723.33484,-348.97192,1636.71216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1799,14.983,693.13403,-222.01198,1705.45093,617.50745,-345.51178,1724.55359,600.33301,-374.95172,1629.78931,457.79547,-188.50108,1384.51648,821.93207,-420.75256,1405.25049,380.57462,-218.09486,1176.88196,798.80243,-558.23169,1192.20886,574.6261,-112.22842,1182.87292,857.47925,-357.13409,1112.11633,570.10297,-214.38272,967.22705,745.14838,-329.28549,964.8186,546.51062,-429.87567,1009.73053,481.44797,-204.22295,476.07153,855.3797,-347.58008,519.50122,338.15823,-306.89752,114.36188,912.90851,-420.12692,103.81456,481.47113,-197.46486,-31.65711,1040.21143,-258.97986,-42.15599,287.61258,-412.29083,67.43777,828.47083,-469.56372,61.86755,822.55463,-318.32245,726.39581,683.49524,-475.75836,1383.24146,723.66437,-349.57254,1627.68774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800,14.992,693.25079,-222.68524,1696.72559,617.16455,-346.77588,1714.72583,601.06775,-375.63684,1619.23682,459.17285,-189.01346,1373.76196,821.60535,-421.95282,1396.06396,381.96008,-217.57013,1166.70996,795.57806,-560.02631,1184.90247,574.46722,-110.67056,1173.74695,857.5213,-359.32846,1107.9845,571.12537,-213.55316,957.93445,747.58014,-328.94714,955.07208,547.82184,-429.46201,998.72925,481.22476,-204.33522,465.99609,862.18591,-341.38504,512.62146,332.18414,-307.57529,108.33084,908.64056,-427.48111,99.05759,481.75708,-198.79024,-31.12092,1039.54089,-259.5343,-39.12451,281.13843,-412.80386,59.23403,827.99664,-478.59323,48.23211,826.56378,-314.98093,717.75482,683.49548,-476.22723,1372.81714,723.8905,-349.68777,1618.42114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1801,15,693.21088,-223.4818,1688.45044,616.84772,-348.0159,1704.88647,601.15173,-375.74609,1608.59021,459.89401,-189.45734,1362.64307,822.64825,-422.65167,1386.96533,382.42624,-216.96783,1157.18103,793.49121,-561.66956,1178.06165,574.31104,-108.94977,1165.4657,856.99567,-362.04865,1103.77271,572.35815,-212.94916,947.47656,749.72595,-327.50037,945.0061,549.21869,-429.50363,986.99805,481.67239,-204.91182,456.21402,870.38135,-333.82077,505.32468,329.34137,-308.1051,102.7301,900.4762,-437.68915,91.49308,482.3606,-199.12436,-30.33142,1037.95044,-260.7587,-35.43126,276.23801,-413.65237,51.64159,826.64856,-486.19601,35.59185,832.50928,-308.94415,709.59961,683.15955,-476.08521,1361.45386,724.36853,-350.11993,1609.24524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1802,15.008,693.11359,-224.86852,1681.21545,616.03729,-349.63541,1695.83252,601.38232,-375.89929,1598.54028,459.91644,-189.27484,1352.70093,822.9118,-423.02527,1377.61841,382.6506,-216.20108,1147.99573,791.67609,-563.19934,1171.14648,573.26031,-106.61274,1157.80493,856.1355,-363.73892,1099.74963,574.15723,-212.52437,936.73389,753.10577,-325.87836,935.3587,550.71851,-429.12427,975.35669,484.59128,-204.78165,446.30283,878.70923,-326.64999,497.9101,329.69406,-310.85117,97.39915,897.95758,-440.43967,85.44444,481.85931,-199.42105,-30.09308,1037.97168,-261.00079,-35.39816,275.03827,-416.75766,44.84655,826.76605,-489.80646,27.00627,840.76038,-301.76874,702.95038,683.30963,-476.36801,1350.63586,724.48541,-350.27017,1600.60559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1803,15.017,693.26605,-225.40736,1675.24854,615.9892,-350.90305,1687.98584,601.97186,-375.59573,1589.39319,460.32712,-188.82132,1342.61121,823.73315,-423.242,1369.66895,382.39536,-214.63571,1139.8833,790.6944,-564.82635,1165.08215,573.24762,-105.15866,1151.09888,857.29913,-365.73599,1097.36853,574.82819,-211.4001,926.8222,756.6925,-324.52673,924.93781,551.50787,-429.95169,963.10809,487.44461,-205.23807,437.70209,883.9505,-319.32172,489.52994,331.18808,-315.27899,93.04034,902.41504,-440.60483,80.13929,482.27008,-199.37146,-30.02308,1037.9845,-261.15021,-35.32312,276.271,-421.50381,38.9009,826.62616,-492.49673,20.62506,847.55408,-295.24438,695.76532,683.53723,-476.90244,1340.82678,724.92731,-350.35953,1593.29175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1804,15.025,693.1308,-226.12553,1671.1925,614.81323,-352.25412,1682.21985,601.87634,-375.51385,1582.40784,460.22357,-187.78888,1333.96179,825.47296,-423.18918,1363.07922,382.74261,-213.35663,1133.37512,790.28589,-566.02686,1160.20105,573.6557,-103.03486,1145.23425,857.91516,-367.6181,1095.79712,574.65985,-210.57779,917.29553,758.71979,-323.03903,915.3407,551.38416,-430.78452,952.05341,491.67654,-206.06723,430.21649,885.71021,-318.30203,479.65506,334.70898,-321.06815,89.63988,902.93799,-440.41675,76.12601,482.16367,-199.12105,-30.70428,1037.96716,-261.255,-35.02744,279.82986,-427.51074,33.60405,825.47467,-492.88474,16.3499,850.96167,-291.80042,688.8009,683.46606,-477.02609,1331.87146,725.19562,-350.4136,1587.69702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1805,15.033,692.9726,-226.81403,1668.76331,614.67633,-352.52707,1678.89551,601.69421,-375.11813,1579.15698,460.85364,-187.00012,1327.49072,826.23163,-423.50134,1358.25012,382.97736,-212.13039,1128.50439,790.6756,-567.21643,1157.03821,573.37561,-100.36002,1140.62085,858.87006,-368.62262,1094.92078,573.56158,-208.93602,909.4646,760.02472,-321.89456,906.67303,552.33868,-433.19873,944.16821,495.62103,-207.4702,425.24304,884.38837,-323.88092,471.69092,339.44803,-326.55765,86.99417,899.51636,-440.19089,75.39596,482.04547,-198.84143,-30.97071,1038.02881,-261.07422,-35.38433,283.70682,-432.68564,29.79998,824.76697,-492.44736,15.47378,851.85016,-292.10175,682.95837,680.78705,-480.20447,1327.33508,725.1463,-350.20407,1584.45251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1806,15.042,692.73187,-227.13147,1667.88489,614.34576,-352.49066,1677.62549,601.07013,-375.02261,1578.22754,461.88702,-184.7025,1326.01282,827.13409,-423.13913,1356.66455,383.306,-211.07918,1126.44495,791.44928,-567.74414,1155.677,573.98187,-98.11535,1137.20398,858.70099,-369.02002,1095.39514,571.20746,-208.18102,904.48474,760.93567,-320.65146,900.05237,553.10889,-433.72534,941.53418,499.13297,-210.44838,423.59784,881.74487,-330.06982,470.2883,342.97153,-330.53265,86.61345,898.20721,-439.28278,76.3424,481.86227,-198.87296,-31.37762,1038.0575,-260.96567,-35.68466,287.3783,-436.28989,28.40232,824.61987,-492.22107,16.07473,850.12561,-295.35724,680.68933,680.78619,-480.20425,1325.07495,724.68066,-350.38919,1583.50244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1807,15.05,692.97058,-227.15617,1668.93115,614.06488,-352.53619,1678.45459,601.69458,-374.88892,1579.30603,463.27591,-183.35144,1326.99377,827.28052,-422.72879,1357.31567,383.86108,-210.06227,1126.93787,792.34198,-567.56549,1156.90466,575.20007,-96.02734,1135.38342,859.69562,-368.96445,1097.7843,568.2937,-207.2314,902.53253,760.97174,-318.56747,897.25781,555.47736,-434.51538,943.2453,500.26639,-212.42607,424.96548,878.5329,-331.07489,473.59521,345.76807,-332.13449,87.00323,899.93896,-437.73517,77.39418,481.64575,-198.57314,-31.34541,1038.47473,-261.49426,-36.49718,290.18732,-437.63092,28.71001,824.53351,-491.69296,18.06581,847.16797,-299.12354,680.14301,682.3587,-479.40274,1326.20496,724.77271,-350.47937,1584.47644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1808,15.058,692.64801,-227.43037,1671.29602,613.67566,-352.44214,1680.84338,601.651,-375.06705,1581.42212,464.18057,-181.94109,1330.71545,827.4895,-422.04276,1360.67126,384.76025,-209.21982,1130.15442,794.08136,-567.02069,1160.46362,576.73096,-94.395,1135.28625,859.50464,-368.45273,1101.2677,566.29163,-207.21187,904.21289,759.39343,-317.43652,898.96033,555.92548,-435.80841,946.05475,501.42337,-212.93761,426.60413,878.11029,-327.46515,480.74918,347.55911,-331.76282,88.04349,900.36218,-436.38245,78.88742,482.31726,-198.61646,-32.04486,1038.54028,-261.2666,-37.06836,291.65079,-437.61581,31.26357,824.25879,-490.04919,19.54878,848.15369,-299.65997,683.15106,685.36096,-475.98822,1327.96875,724.66699,-350.72672,1587.0686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1809,15.067,692.6709,-227.23782,1675.51062,613.69128,-352.44296,1684.68506,601.6001,-374.81952,1584.82532,464.71448,-180.41525,1336.42737,827.97308,-420.84738,1365.47229,386.07242,-207.79988,1135.35413,795.90497,-566.18262,1165.79492,579.02911,-93.47478,1136.38525,860.07275,-367.66251,1106.66553,564.97455,-206.94254,908.35614,756.95624,-316.19821,905.67346,557.26593,-436.23404,950.73907,501.84415,-211.85042,429.55487,876.82886,-322.88269,487.38913,348.28778,-330.19254,91.09321,899.90381,-435.82373,81.12601,482.26208,-198.53778,-32.21347,1038.53833,-261.26709,-37.39503,292.64255,-436.53433,35.48378,824.35742,-488.92221,22.16763,846.99799,-298.18033,689.12024,683.67328,-476.61914,1333.84363,724.50122,-350.81265,1591.14478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1810,15.075,692.87482,-227.15645,1680.79285,613.96698,-352.36398,1689.38086,601.72565,-374.67194,1590.16589,465.25861,-178.36359,1343.76282,828.15479,-419.61835,1371.52698,387.25046,-206.77539,1141.73279,798.07208,-565.28131,1172.45483,581.08197,-92.94068,1139.63977,860.16742,-366.04678,1113.25256,563.65509,-207.67085,914.93896,754.37585,-315.37039,914.88092,556.95331,-436.51971,956.3562,500.4024,-209.50134,435.17203,873.56268,-319.9039,491.67566,349.49072,-327.87848,94.92473,899.98645,-435.52945,83.25777,482.16214,-198.22682,-32.14746,1038.78589,-260.53305,-37.81315,293.99707,-434.60898,41.15518,824.11902,-487.40155,25.63791,845.82983,-298.55997,694.2934,683.92328,-475.74387,1339.54895,724.66211,-350.836,1596.6604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1811,15.083,693.01093,-227.58766,1687.08447,613.80786,-352.25894,1695.49634,602.0238,-374.50845,1596.6532,466.13947,-177.11693,1352.12219,827.90381,-417.67615,1378.5531,387.93674,-205.08333,1149.53174,799.64056,-564.33856,1180.35413,583.0697,-92.47681,1144.09705,859.8175,-364.6351,1120.75452,563.66766,-208.52983,922.48737,753.19238,-315.71622,925.07727,557.48639,-436.85632,963.58405,498.79968,-206.97623,442.84747,870.55017,-325.55215,495.10757,349.84647,-325.50378,100.00352,901.23041,-435.65366,86.68735,481.98947,-198.03609,-32.40401,1038.62122,-260.33316,-37.67496,296.29303,-432.19452,47.77128,824.29358,-486.20001,30.30374,842.89459,-299.40622,699.51172,684.49707,-474.59244,1347.0531,724.94415,-350.77747,1602.77344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1812,15.092,693.49774,-227.56134,1694.28113,613.51337,-351.81363,1702.59314,601.46454,-374.16107,1603.48303,466.74243,-175.2137,1361.5459,828.36066,-416.58124,1386.5603,389.1586,-203.46323,1157.68652,801.48358,-563.38623,1188.72498,585.53564,-92.64758,1149.14575,859.16541,-363.44427,1127.97156,563.32599,-209.12965,932.02527,751.78284,-316.01532,935.578,557.39954,-437.04807,972.26703,496.1123,-205.02969,450.88626,867.74445,-336.85269,498.26495,351.27939,-322.53503,105.59397,901.38879,-435.90195,90.67464,482.07083,-197.77686,-32.73618,1038.6073,-260.40656,-37.44394,298.59064,-429.33606,56.01413,825.86353,-484.51633,35.65244,838.58099,-301.73981,704.74866,684.18555,-473.07986,1354.80579,724.97681,-350.74295,1609.90845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1813,15.1,694.12823,-227.66393,1701.71069,613.96088,-351.80112,1709.69983,601.59711,-373.75436,1610.68286,467.5661,-173.69421,1370.68713,828.99695,-414.67709,1395.11279,389.10559,-201.35841,1166.22827,803.43634,-562.80701,1197.41589,587.94196,-93.87608,1154.77441,857.40131,-362.06689,1135.58997,563.47833,-210.43269,941.49921,750.84808,-317.41693,945.67145,557.25671,-437.07693,980.81012,493.29166,-203.28879,459.92184,863.26093,-348.69382,502.76706,353.22861,-320.37308,111.87957,903.05621,-435.88773,95.30894,482.3266,-197.4859,-33.17122,1038.59106,-261.2229,-36.78802,302.53534,-426.39417,64.79856,827.24908,-482.90387,42.57559,833.96692,-304.8656,710.35461,685.68677,-472.14999,1363.68896,725.08209,-350.61511,1616.93652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1814,15.108,695.07922,-227.83383,1709.08936,614.70575,-351.6684,1717.28101,601.56531,-373.43118,1618.85876,468.32788,-172.54243,1379.97327,829.19348,-413.64734,1404.08704,389.83636,-199.82426,1174.79517,804.78308,-561.94928,1206.05811,589.15326,-93.57935,1161.87122,857.13745,-361.56107,1143.22791,563.45959,-210.94656,951.43469,750.09485,-318.46448,954.85376,557.39038,-437.00385,990.00262,490.53888,-200.95755,467.66248,859.58856,-359.45078,509.52881,356.06262,-317.88898,117.74985,904.823,-435.57352,100.61811,481.90118,-196.90353,-33.44054,1037.91602,-260.6933,-35.53054,307.45749,-423.52301,73.19906,828.81848,-480.24686,49.96008,830.24188,-308.30991,716.08325,685.80328,-470.79489,1372.2937,725.12762,-350.70822,1624.32104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1815,15.117,695.37817,-227.72118,1716.49548,615.2113,-351.12259,1724.62292,601.59503,-373.17746,1626.42395,469.7879,-171.46457,1389.28442,828.89978,-411.88095,1412.76208,390.18436,-197.6837,1183.57874,806.59918,-561.63721,1214.56799,590.2951,-94.34341,1169.12256,855.66113,-360.52988,1150.61389,564.08856,-211.52328,960.98804,749.57074,-320.86978,963.72833,557.86316,-436.60083,999.31616,489.19226,-198.7659,475.91354,856.33026,-367.92163,517.98541,359.72702,-315.21442,123.5009,906.08771,-435.08923,106.22824,481.7576,-196.11272,-34.0615,1037.97156,-262.01508,-33.22481,313.66098,-420.99243,81.86495,830.21851,-478.02124,57.27163,829.95935,-312.8378,723.11145,688.06152,-469.12445,1380.67859,725.10364,-350.608,1631.36755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1816,15.125,696.21869,-227.92365,1723.53638,615.80133,-350.54794,1732.10583,602.3562,-372.78802,1633.94861,470.98502,-170.76553,1398.17773,829.46729,-411.13135,1421.75745,390.26837,-196.39673,1192.33032,808.46936,-561.17975,1223.57861,590.66779,-94.1396,1176.71265,854.14417,-360.04572,1156.91003,564.74066,-212.3555,969.98981,748.32825,-322.19366,971.8269,557.20654,-436.72281,1008.42493,488.21436,-196.9258,483.90924,852.09955,-375.66446,525.67554,364.17175,-312.26288,128.56535,906.40308,-435.75543,111.86511,481.5983,-196.12419,-35.04935,1038.4353,-263.68451,-30.94013,320.05481,-418.7149,90.74953,830.03534,-475.14453,63.61538,829.08832,-318.07953,730.63354,688.26654,-468.36063,1390.35132,725.02557,-350.77271,1638.59546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1817,15.133,696.57825,-227.5815,1729.71228,616.47882,-349.81754,1739.09656,601.85303,-372.31049,1641.24756,472.03461,-170.31842,1406.45923,829.37799,-410.24194,1429.89368,391.1655,-195.14278,1199.59912,809.6701,-560.82574,1231.33435,591.23083,-94.3316,1184.23938,852.52533,-359.15857,1163.6803,565.44061,-213.51651,978.48419,747.4223,-324.35458,980.12671,557.2782,-436.53833,1017.25189,488.75873,-194.70296,491.28696,848.74463,-382.75961,533.56836,367.60318,-310.08072,134.28694,905.62457,-437.4837,116.54292,480.32745,-195.20648,-35.9521,1038.40125,-267.46701,-30.60948,327.62396,-416.4371,98.81844,826.60687,-473.19421,70.0713,829.1958,-322.9227,738.0675,688.05792,-466.92664,1399.20605,725.05872,-351.00772,1645.0968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1818,15.142,696.78296,-227.4151,1735.42004,616.56042,-349.46622,1745.07422,601.43604,-372.29349,1647.8407,473.01495,-169.85825,1414.58386,829.02991,-409.65073,1437.84204,391.76193,-194.6617,1206.90442,810.79907,-560.76331,1239.17664,591.20697,-93.59413,1190.89355,850.79694,-359.46423,1169.71997,566.99573,-214.45871,986.25098,746.52808,-326.64822,987.6048,556.26111,-435.97281,1026.44849,489.79758,-192.80023,498.45996,845.28357,-388.74756,540.09534,372.76169,-307.71527,138.51918,902.27472,-440.6376,121.34172,479.80634,-194.05968,-37.18485,1037.97437,-271.80869,-25.01533,335.30518,-415.65131,106.90387,821.02661,-472.40179,76.08601,828.40771,-327.78265,745.05963,688.6806,-465.8306,1407.93225,725.17554,-351.04562,1651.24878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1819,15.15,697.90674,-227.3812,1740.48718,616.55389,-348.63522,1751.06421,601.62396,-372.29352,1653.95618,474.13452,-169.57886,1421.65466,828.38959,-408.66602,1444.84668,391.79892,-194.27699,1213.82715,811.63458,-561.224,1245.48352,591.54156,-93.71072,1196.53235,849.44287,-358.95724,1175.04578,568.02283,-215.19659,993.06775,745.70612,-328.53348,993.84845,554.86285,-435.03683,1034.63855,492.0575,-191.75932,505.22055,844.62775,-393.21603,546.50922,377.9057,-306.06857,142.6687,896.36841,-444.45529,124.80916,477.16617,-191.74503,-37.89426,1036.76282,-277.73962,-18.85179,344.4856,-415.483,113.91763,813.55322,-471.36292,79.29752,828.09137,-332.71552,752.38641,688.94879,-465.13129,1415.73865,725.2182,-351.12112,1656.73621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
